titulo,anio,rated,fecha_lanzamiento,duracion,genero,director,escritores,actores,plot,idioma,pais,premios,calificacion_imdb,votos_imdb,tipo,fecha_extraccion
Guardians of the Galaxy Vol. 2,2017,PG-13,05 May 2017,136 min,"Action, Adventure, Comedy",James Gunn,"James Gunn, Dan Abnett, Andy Lanning","Chris Pratt, Zoe Saldaña, Dave Bautista","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego.",English,United States,Nominated for 1 Oscar. 15 wins & 60 nominations total,7.6,"819,917",movie,2026-02-25T16:23:53.723891
